case,cores,makespan,added_copy_bytes,speedup,search_seconds,role
72,2,11836023,113724192,2.01907583315781,323.3013358414173,r07_reserve_fast
72,3,7941294,120851232,3.009311580707124,308.41889141872525,r07_reserve_fast
72,4,5965868,123071264,4.005758759664142,359.3299650065601,r07_reserve_fast
72,5,4826156,77245216,4.951731357212656,449.465768141672,r07_reserve_fast
73,1,10081626,141570432,1.0,0.0,prescribed_single_reference
73,2,5294770,86179712,1.9040725092874666,16.126979978755116,r07_reserve_fast
73,3,3805931,134138624,2.648925059335022,13.901125306263566,r07_reserve_fast
73,4,3295138,137012864,3.0595459127963687,16.020743396133184,r07_reserve_fast
73,5,2848898,94477312,3.538780960216898,19.225770108401775,r07_reserve_fast
74,1,1682239,6070280,1.0,0.0,prescribed_single_reference
74,2,814840,3776512,2.064502233567326,10.577562278136611,r07_reserve_fast
74,3,542996,5619712,3.0980688623857264,12.081475971266627,r07_reserve_fast
74,4,408908,6623232,4.113979183581637,12.693092847242951,r07_reserve_fast
74,5,328499,7151616,5.120986669670227,12.822248999029398,r07_reserve_fast
75,1,1441809,0,1.0,0.0,prescribed_single_reference
75,2,754663,4745798,1.9105335759140172,45.76995862647891,r07_reserve_fast
75,3,557783,12507404,2.5848923326813473,61.5239232480526,r07_reserve_fast
75,4,462730,11096688,3.115875348475353,66.07512161135674,r07_reserve_fast
75,5,378054,12427608,3.8137647002809123,80.16331088170409,r07_reserve_fast
76,1,6185113,28280832,1.0,0.0,prescribed_single_reference
76,2,3065214,31095808,2.017840516192344,328.95217530056834,r07_reserve_fast
76,3,2046322,17912832,3.0225511918456625,413.50375665165484,r07_reserve_fast
76,4,1527039,19563520,4.050396224326949,497.10952471755445,r07_reserve_fast
76,5,1227673,22311936,5.038078543716446,549.6993661001325,r07_reserve_fast
77,1,495320,0,1.0,0.0,prescribed_single_reference
77,2,248734,57344,1.9913642686564763,8.674886444583535,r07_reserve_fast
77,3,168976,114688,2.9313038538017233,9.420863145962358,r07_reserve_fast
77,4,127832,114688,3.8747731397459164,9.654710568487644,r07_reserve_fast
77,5,114837,172032,4.313243989306582,9.713544573634863,r07_reserve_fast
78,1,2296143,12644568,1.0,0.0,prescribed_single_reference
78,2,1050081,2782080,2.1866341739351536,2.2745329719036818,r07_reserve_fast
78,3,718909,6965760,3.193927186890135,3.038267893716693,r07_reserve_fast
