case,cores,single_makespan,baseline_makespan,makespan,external_makespan,baseline_speedup,speedup,external_speedup,baseline_added_bytes,added_bytes,external_added_bytes,spill_added_bytes,partition_added_bytes,mean_speedup_loss_contribution,gate,tasks,used_cores,solve_seconds,validation_seconds,local_prepare_seconds,best_candidate,noncopy_ops,components,max_depth,largest_component_node_fraction,largest_component_work_fraction
case_036,4,931510,245909,233584,233584,3.788027278383467,3.987901568600589,3.987901568600589,507264,3456,3456,0,3456,0.0,eligible,4,4,17.458064381033182,1.650415100157261,1.9088287968188524,structural_component_lpt,2400,800,2,0.00125,0.00125
case_036,5,931510,206700,187182,187182,4.506579583938074,4.976493466252097,4.976493466252097,1004544,4608,4608,0,4608,0.0,eligible,5,5,19.47655631788075,1.56563014164567,1.961348345503211,structural_component_lpt,2400,800,2,0.00125,0.00125
case_037,2,210001,129217,105374,105374,1.6251808972503619,1.992910964754114,1.992910964754114,3848192,204800,204800,0,204800,0.0,eligible,2,2,2.6006450075656176,0.2020417507737875,0.2849264722317457,structural_component_lpt,780,20,5,0.05,0.05
case_037,3,210001,95365,74038,74038,2.2020762334189694,2.836394824279424,2.836394824279424,3731456,1064960,1064960,0,1064960,0.0,eligible,3,3,4.088137585669756,0.3799937292933464,0.5141104273498058,structural_component_lpt,780,20,5,0.05,0.05
case_037,4,210001,80538,53320,53320,2.6074772157242543,3.938503375843961,3.938503375843961,3717120,614400,614400,0,614400,0.0,eligible,4,4,3.23777262121439,0.18258509039878845,0.2789484653621912,structural_component_lpt,780,20,5,0.05,0.05
case_037,5,210001,75093,43800,43800,2.7965456167685403,4.794543378995434,4.794543378995434,3731456,1925120,1925120,0,1925120,0.0,eligible,5,5,5.0579655189067125,0.3922880236059427,0.6832426283508539,structural_component_lpt,780,20,5,0.05,0.05
case_038,2,1364555,734652,674500,674500,1.8574168449823862,2.0230615270570795,2.0230615270570795,10359372,6790656,6790656,4273152,2517504,0.0,eligible,2,2,59.70097327418625,49.723973374813795,20.152713583782315,structural_component_lpt,5907,130,35,0.019637717961740308,0.01984169116189421
case_038,3,1364555,514914,450730,452248,2.650063894164851,3.027433274909591,3.0172714970547134,10418764,7879736,8097792,2598912,5280824,-0.00010161777854877485,eligible,4,3,57.0980097707361,25.671893510967493,20.253603534772992,directed_split,5907,130,35,0.019637717961740308,0.01984169116189421
case_038,4,1364555,413457,338163,339624,3.3003552969232595,4.0351990016648775,4.017840317527619,10596940,8930344,9295872,2190336,6740008,-0.00017358684137258606,eligible,5,4,53.659095637500286,27.026541316881776,17.697839196771383,directed_split,5907,130,35,0.019637717961740308,0.01984169116189421
case_038,5,1364555,359513,274658,275133,3.795565111692762,4.968196812035331,4.959619529463932,11026508,9635364,9676800,798720,8836644,-8.577282571399003e-05,eligible,6,5,53.32367363572121,18.506066855043173,18.256459303200245,directed_split,5907,130,35,0.019637717961740308,0.01984169116189421
case_039,2,1435262,841140,841140,698008,1.7063295051953302,1.7063295051953302,2.056225716610698,22433792,22433792,18210816,0,22433792,0.0034989621141536765,all_components_have_large_union_footprint,58,2,39.64547332935035,4.231770757585764,0,directed_split,5250,70,7,0.014285714285714285,0.014285714285714285
case_039,3,1435262,649664,649664,485565,2.209237390404886,2.209237390404886,2.9558596686334475,22781952,22781952,14323712,0,22781952,0.0074662227822856145,all_components_have_large_union_footprint,61,3,42.923809204250574,3.97259309142828,0,directed_split,5250,70,7,0.014285714285714285,0.014285714285714285
case_039,4,1435262,564871,564871,395323,2.5408668527858573,2.5408668527858573,3.6306058590064327,24850432,24850432,17604608,0,24850432,0.010897390062205754,all_components_have_large_union_footprint,83,4,46.03072799369693,4.08031483925879,0,region_repartition_3_0,5250,70,7,0.014285714285714285,0.014285714285714285
case_039,5,1435262,511084,511084,431161,2.808270264770566,2.808270264770566,3.3288307615948565,24543232,24543232,20480000,0,24543232,0.0052056049682429025,all_components_have_large_union_footprint,83,5,40.66971883364022,3.37825158983469,0,grain_2.0,5250,70,7,0.014285714285714285,0.014285714285714285
case_040,2,253454,178282,120926,137746,1.4216466048170875,2.095942973388684,1.8400098732449581,4018142,283200,53760,0,283200,-0.002559331001437257,eligible,3,2,19.636383013799787,2.9922425001859665,5.859086634591222,directed_split,3083,28,228,0.7116445021083361,0.4260194491373805
case_040,3,253454,145657,145657,110105,1.7400742841058103,1.7400742841058103,2.301929975932065,4050912,4050912,0,0,4050912,0.005618556918262545,dominant_component,194,3,13.985292388126254,1.501549020409584,0,directed_split,3083,28,228,0.7116445021083361,0.4260194491373805
case_040,4,253454,142257,142257,101582,1.7816627652769284,1.7816627652769284,2.4950680238624954,4018142,4018142,2346940,0,4018142,0.0071340525858556705,dominant_component,193,4,13.50707109645009,1.857576971873641,0,region_boundary_6297_0,3083,28,228,0.7116445021083361,0.4260194491373805
case_040,5,253454,142985,142985,95090,1.7725915305801307,1.7725915305801307,2.6654117152171626,4050916,4050916,2346940,0,4050916,0.008928201846370318,dominant_component,194,5,13.653582038357854,1.9157454017549753,0,local_reschedule,3083,28,228,0.7116445021083361,0.4260194491373805
case_041,2,6003957,3193650,2990398,2982987,1.8799671222582313,2.0077451228899967,2.0127332100341033,51146792,33669120,39266304,28775424,4893696,4.98808714410659e-05,eligible,2,2,193.91818847507238,589.9881131928414,63.426340309903026,structural_component_lpt,16594,494,48,0.010967819693865252,0.004880076268523914
case_041,3,6003957,2203713,1991911,1991992,2.724473195919795,3.0141693077652567,3.014046743159611,51946536,34851840,34879488,25064448,9787392,-1.2256460564552541e-06,eligible,3,3,187.22649966925383,523.9147636443377,55.076527992263436,structural_component_lpt,16594,494,48,0.010967819693865252,0.004880076268523914
case_041,4,6003957,1715731,1490603,1490603,3.4993579995931765,4.027871270888358,4.027871270888358,51844136,39164928,39164928,24815616,14349312,0.0,eligible,4,4,197.8735384773463,510.9197459872812,59.61881670542061,structural_component_pipe,16594,494,48,0.010967819693865252,0.004880076268523914
case_041,5,6003957,1429226,1201884,1196379,4.200845072787649,4.995454636221133,5.018440644645217,53646376,40673280,40630272,22622208,18051072,0.00022986008424084048,eligible,5,5,195.0238020196557,514.5600423123688,60.40820805169642,structural_component_lpt,16594,494,48,0.010967819693865252,0.004880076268523914
case_042,2,1686740,931399,845091,840111,1.8109746735824281,1.9959270658426134,2.007758498579354,20434744,6614304,7262496,4561920,2052384,0.0001183143273674081,eligible,2,2,41.593061776831746,18.767212439328432,15.634251426905394,structural_component_round_robin,4733,104,52,0.054510881047961125,0.03397345571504564
case_042,3,1686740,660021,559018,562007,2.5555853525872663,3.0173268123745567,3.0012793434957215,20477752,8452672,8334912,3237888,5214784,-0.00016047468878835236,eligible,4,3,46.79110490716994,12.90697063691914,15.261848408728838,directed_split,4733,104,52,0.054510881047961125,0.03397345571504564
case_042,4,1686740,543908,419432,425650,3.101149459099701,4.021486200385283,3.9627393398331963,23795128,8676192,8553312,2135040,6541152,-0.0005874686055208667,eligible,5,4,46.0799100920558,12.698073588311672,15.389303209260106,directed_split,4733,104,52,0.054510881047961125,0.03397345571504564
case_042,5,1686740,477497,336330,342520,3.53246198405435,5.015133945827015,4.924500759079762,23795128,10425184,10187616,2107392,8317792,-0.0009063318674725362,eligible,7,5,50.76140668801963,13.412507666274905,15.788316983729601,region_repartition_2_0,4733,104,52,0.054510881047961125,0.03397345571504564
case_043,2,677656,437116,353710,353851,1.5502887105482297,1.915851969127251,1.9150885542219749,9046748,589446,506880,0,589446,-7.634149052762051e-06,eligible,3,2,76.63752695918083,29.948227969929576,24.17411820590496,directed_split,9309,38,201,0.5274465570952841,0.36394841367135783
case_043,3,677656,343054,343054,268777,1.9753624793764246,1.9753624793764246,2.521257399256633,11212820,11212820,141320,0,11212820,0.005458949198802084,dominant_component,584,3,52.94970097206533,11.164127670228481,0,directed_split,9309,38,201,0.5274465570952841,0.36394841367135783
case_043,4,677656,294918,294918,254894,2.2977776873571636,2.2977776873571636,2.658579644871986,11235348,11235348,6476956,0,11235348,0.0036080195751482247,dominant_component,585,4,55.734339559450746,11.224983360618353,0,directed_split,9309,38,201,0.5274465570952841,0.36394841367135783
case_043,5,677656,294404,294404,232508,2.301789377861714,2.301789377861714,2.9145491768025185,13144938,13144938,6476956,0,13144938,0.006127597989408047,dominant_component,1164,5,58.017040722072124,19.901778833940625,0,grain_0.25,9309,38,201,0.5274465570952841,0.36394841367135783
case_044,2,154407,146270,146270,131105,1.0556299993163327,1.0556299993163327,1.1777354029213225,6398976,6398976,4672992,2045696,4353280,0.0012210540360498977,all_components_have_large_union_footprint,6,2,4.862136406823993,0.5603148695081472,0,local_reschedule,1364,11,123,0.09090909090909091,0.09090909090909091
case_044,3,154407,143812,143812,123553,1.0736725725252414,1.0736725725252414,1.2497227910289512,5510560,5510560,5161216,2671872,2838688,0.0017605021850370982,all_components_have_large_union_footprint,4,3,5.065925313159823,0.494055500254035,0,multilevel,1364,11,123,0.09090909090909091,0.09090909090909091
