case,cores,config,makespan,added_copy_bytes,single_makespan,speedup,source,evaluation_sha256
case_094,2,routes_gate_reuse,47498,106272,94892,1.997810434123542,图表/runs/20260924-A-q1-event-ranking-full100/case_094_2cores_seed0_routes_gate_reuse,9a4947e931d4043d94a85d1fe63f4c0ff0ea6cbd2e20547ffd651432d89fddf2
case_094,3,routes_gate_reuse,32728,212544,94892,2.8994133463700806,图表/runs/20260924-A-q1-event-ranking-full100/case_094_3cores_seed0_routes_gate_reuse,3e514128fa551335952fffa8fb2f4eceb663dceb1eeb2242cd1d89ed059929d0
case_094,4,routes_gate_reuse,24495,318552,94892,3.8739334558073075,图表/runs/20260924-A-q1-event-ranking-full100/case_094_4cores_seed0_routes_gate_reuse,0c56017b778513a6ab7e8d088e0811e3baaa54a3755dd2ae9d6c3db2ee59d3e6
case_094,5,routes_gate_reuse,21804,424800,94892,4.3520454962392225,图表/runs/20260924-A-q1-event-ranking-full100/case_094_5cores_seed0_routes_gate_reuse,cb0ea0be63c588ef2295c8137d7beaf583a8a23c84553d4a33efaf4c12d544f3
case_095,1,fixed_single,2084853,0,2084853,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_095,5536b07321a4360ede294800041f0af65233ebb45680181039fd9d0f62ed252f
case_095,2,routes_gate_reuse,1042787,36864,2084853,1.999308583632132,图表/runs/20260924-A-q1-event-ranking-full100/case_095_2cores_seed0_routes_gate_reuse,08b61025469f744daf4821ebdf6541ed1d8c5dd8db55d30e25128f4b6ccce1ca
case_095,3,routes_gate_reuse,695775,0,2084853,2.9964471273040854,图表/runs/20260924-A-q1-event-ranking-full100/case_095_3cores_seed0_routes_gate_reuse,53e07af1f6b8ed4e48770e8ae061cf1e2947a84c742e6b39a3e523e2e6f5673a
case_095,4,routes_gate_reuse,524422,0,2084853,3.9755254356224565,图表/runs/20260924-A-q1-event-ranking-full100/case_095_4cores_seed0_routes_gate_reuse,0307374e1d5bcc1c6f09e3a46ed4141d232327384b83cc6216f03f5b060f3210
case_095,5,routes_gate_reuse,420852,0,2084853,4.953886401870491,图表/runs/20260924-A-q1-event-ranking-full100/case_095_5cores_seed0_routes_gate_reuse,c07260982eca6ef3fed01ee8b1bc7b834810aeff29d688aeaf8b551278d91578
case_096,1,fixed_single,84194,0,84194,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_096,7fc6463acd68589547f57fe748dfa120236065cd32e145552a9325ef194fee3f
case_096,2,routes_gate_reuse,43782,116620,84194,1.9230277282901649,图表/runs/20260924-A-q1-event-ranking-full100/case_096_2cores_seed0_routes_gate_reuse,0768d338bbf6c145802de56e9225be1022946c14ae0199379d725488e7ebd7e1
case_096,3,routes_gate_reuse,34182,661880,84194,2.463109238780645,图表/runs/20260924-A-q1-event-ranking-full100/case_096_3cores_seed0_routes_gate_reuse,2b12b8efb0b515dd3ad4cb9d750e5f0fe9431490f46a1df1e0d333920560bde6
case_096,4,routes_gate_reuse,27087,719200,84194,3.1082807250710673,图表/runs/20260924-A-q1-event-ranking-full100/case_096_4cores_seed0_routes_gate_reuse,b3dd75f0400a9f16f5ca28d390da51f5f2af9e005e4f81650682609fcd2858c3
case_096,5,routes_gate_reuse,27053,661824,84194,3.112187188112224,图表/runs/20260924-A-q1-event-ranking-full100/case_096_5cores_seed0_routes_gate_reuse,115806e99ae0083237eff988da44c86910fe88c0e190e0120ae423e1a887db67
case_097,1,fixed_single,11491509,10584064,11491509,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_097,2d7a3e25e2ae9a4b7ad1f18be6ee9949166814deca818966115bd8329d9dd4af
case_097,2,routes_gate_reuse,5247114,85295104,11491509,2.1900627659319007,图表/runs/20260924-A-q1-event-ranking-full100/case_097_2cores_seed0_routes_gate_reuse,7403c43177ccda82a61ea7b790541774187794be35dca241d10059a4fa29e097
case_097,3,routes_gate_reuse,3509566,85327872,11491509,3.2743390493297464,图表/runs/20260924-A-q1-event-ranking-full100/case_097_3cores_seed0_routes_gate_reuse,e56f3b493430d5114a4ac85e11ae7ed9e2df1889b55b1d67270571d4feb3d8da
case_097,4,routes_gate_reuse,2622226,14221312,11491509,4.382348813565269,图表/runs/20260924-A-q1-event-ranking-full100/case_097_4cores_seed0_routes_gate_reuse,bc78434fcd89b685a47675a61eee231a722afda08a88e7797c3c568cbd08d068
case_097,5,routes_gate_reuse,2101905,22016000,11491509,5.46718762265659,图表/runs/20260924-A-q1-event-ranking-full100/case_097_5cores_seed0_routes_gate_reuse,6241d9bd4ae567b9300f9385a9131c138e2b6aeccb70a4c6ab6ab539a4c8f3ba
case_098,1,fixed_single,177430,0,177430,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_098,9875bd2ba05c56648aac0666823dd9773bf8f4582aad77ffccecb384dee30797
case_098,2,routes_gate_reuse,93465,98340,177430,1.8983576739956134,图表/runs/20260924-A-q1-event-ranking-full100/case_098_2cores_seed0_routes_gate_reuse,adc48822c7a5fdb5a75146e25cb5a805e6dcda0014371cb99badef0a4a444444
case_098,3,routes_gate_reuse,79351,1479456,177430,2.236014669002281,图表/runs/20260924-A-q1-event-ranking-full100/case_098_3cores_seed0_routes_gate_reuse,538e3e821d4dd3fb5c1b2c8e1d5cd809ebd732f7a6aa3b56e4df89d7865b224f
case_098,4,routes_gate_reuse,79805,1479456,177430,2.2232942798070296,图表/runs/20260924-A-q1-event-ranking-full100/case_098_4cores_seed0_routes_gate_reuse,2c7b1a44916aea8cf58f38b72d004ed2ec3c5fae18e026171cca88d146916927
case_098,5,routes_gate_reuse,73104,3282976,177430,2.4270901729043555,图表/runs/20260924-A-q1-event-ranking-full100/case_098_5cores_seed0_routes_gate_reuse,a3a95fb46902034302c52c6d7db22c2cbf53571b9ae0c334671869921d292b63
case_099,1,fixed_single,1622999,5484544,1622999,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_099,fef6ccb2b9a052175c0b03bc9615da7e20e5c1f5e6af9bd1a75ff6c9ee468338
case_099,2,routes_gate_reuse,808380,6221840,1622999,2.007717904945694,图表/runs/20260924-A-q1-event-ranking-full100/case_099_2cores_seed0_routes_gate_reuse,ce0182724d9f2000d725f387dfcca48eff85732af2180649a128b187e1bc0163
case_099,3,routes_gate_reuse,540127,8245256,1622999,3.004847008203626,图表/runs/20260924-A-q1-event-ranking-full100/case_099_3cores_seed0_routes_gate_reuse,eb73ff596294ea0643c21472fa461282be8c04cfecc8d3165f8fd6ed8282b268
case_099,4,routes_gate_reuse,405336,9838592,1622999,4.004083032348471,图表/runs/20260924-A-q1-event-ranking-full100/case_099_4cores_seed0_routes_gate_reuse,f0ca0751db29bdc2022b6065ac00f011589e291221b7ae207004c91e2a7d59df
case_099,5,routes_gate_reuse,334609,10674180,1622999,4.85043438759866,图表/runs/20260924-A-q1-event-ranking-full100/case_099_5cores_seed0_routes_gate_reuse,da67e221a9e857ad0a4ccbd895f2c6a72334f0e3e77262503723807851ce03d1
case_100,1,fixed_single,151223,0,151223,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_100,94b388d2205c1795680508a473e22344ade6bb4fac9a7cab44688c7d0bc4790b
case_100,2,routes_gate_reuse,80622,16896,151223,1.8757039021607005,图表/runs/20260924-A-q1-event-ranking-full100/case_100_2cores_seed0_routes_gate_reuse,bfe139581fd151a84456e7fdde1c1c45445722bd9598dd9a4399d6d894016e26
case_100,3,routes_gate_reuse,58758,698388,151223,2.5736580550733517,图表/runs/20260924-A-q1-event-ranking-full100/case_100_3cores_seed0_routes_gate_reuse,1afd32c5cab285734ee5bfbf1fcdf09ed424d8028ce071febd8f3645c8ef3abd
case_100,4,routes_gate_reuse,58793,534528,151223,2.5721259333594135,图表/runs/20260924-A-q1-event-ranking-full100/case_100_4cores_seed0_routes_gate_reuse,eb7fff1a8b6dd8159beba3f058b04ddb9564869a97376e6b47ed2ead2117d40b
case_100,5,routes_gate_reuse,59649,534528,151223,2.5352143372059883,图表/runs/20260924-A-q1-event-ranking-full100/case_100_5cores_seed0_routes_gate_reuse,11f2b24458f0f591844f01e6cdd5ca3c0e68eddf59ce8c1de57875fa577eaa8e
